review,rating
Freshmenu comes to my rescue whenever I fail to pack my lunch on weekdays. I love their non veg salads. the dressing and the sauce they send with the salads are tasty too.,4.5
Leave the food now. Solve your online payment issue in iOS app. I never get confirmation page on app and no confirmation sms. This is really getting me frustrated.,1.0
After reading a lot of mixed reviews about fresh menu.... Finally decided to order from there ....,3.5
They keep up their promise of 'Fresh' food. I love their salads and pastas.,4.0
Food delivered even before the committed time but it is charged 160 Rs after discount in the Zomato app but fresh menu delivery guy collected Rs 200. Very bad approach. Not happy! Attached bill copy!,1.0
Today i have order for honey chicken with bell peppers with paneer shawarma wrap it was awosome .. and yummy .. we love to order again and again with fresh menu .. bcoze its fresh very day....,4.0
Today for the first time I have ordered food from Fresh Menu with Main course. I got a call after 10 mins telling that we don't serve main course after 3 so me have to made changes in the food and have to order sides as I have already paid the amount. The food arrived on time but quality of food was not at all good and paneer wraps(sides) were cold like they have take out of refrigerator and packed to serve customers. This is my first and the last time with Fresh Menu and will not like to try ever again as my first experience was so bad that I have no courage to try it again.,1.0
I am a regular customer of Fresh Menu but that might change now. They were very good with the food but are now slipping. I just now ordered two servings of their very good tomato basil soup. My soup arrived without any basil and without any croutons. Last time they had managed to screw another of their good ones - the veg sliders. Fresh Menu is turning into just another of those businesses that start awesome and just dwindle on their way. When I ordered the veg sliders for the first couple of times I got delicious sliders with some wedges. Then the wedges disappeared but that is okay because I still had the awesome sliders. And last time they served me terrible dry sliders with NO sauce! And in one of them was a super oily burnt patty.... Time to say bye bye Fresh Menu...,1.5
I tried couple of times. Good food in a highly reasonable price and healthy also. I loved their BBQ Mega Burger. It's becoming very stereotyped.,3.5
"It's been a great experience ordering food from FreshMenu, the quality of food is excellent.. Just one suggestion you need to improve on your soup, they don't taste that good. But the overall menu, quality & quantity is grt!! I keep coming back to you every week..",4.5
Have placed orders twice.,2.5
Disgusted by their lack of commitment.  I ordered a barbecue chicken buger at 1:00 pm today. The order got messed up. When I called I was told someone else will be delivering the order. Tjat was at 1:30. The order has not come yet. I just spoke to someone he very very complacently says someone else is coming. I just cancelled the order.,1.0
"Good food but little expensive I guess. Had burrito rice bowl, hockey quantity is good but side dishes r little weird. Like curd with the burritos, packing is great",3.0
The food is amazing and is delivered in around 30 mins. The portions look small but are surprisingly filling . it is worth trying as the food is healthy and really yum. ❤😍,4.0
"Easily one of my favorite places to order from. An everyday changing menu is a foodie's dream! Their burgers are amazing along with their desserts. Not all starters are great, but be patient and some wonders like chicken with crackling spinach appear. This place is a dream come true for someone who loves variety like me!",5.0
"FreshMenu is one of my a time favorites and I order from them 2 to 3 times a week. What I love about their food is the fact that their menu is different everyday, giving a variety of dishes to choose from. Also in the few months I've been ordering from them, all their dishes so far have been great.",4.5
FreshMenu is just AWESOME!!!!! I have ordered food from them on multiple occasions and have never been disappointed.,5.0
Taste of same or similar food varies a lot from day to day... Never disappointed but still slight scope of improvement in terms of consistency.,4.0
